siren,nom_complet,nom_raison_sociale,sigle,nombre_etablissements,nombre_etablissements_ouverts,code_postal,libelle_commune,departement,region,adresse,latitude,longitude,date_creation,etat_administratif,tranche_effectif_salarie,caractere_employeur,categorie_entreprise,nature_juridique
429431042,JEROME CAPDEVILLE,,,4,2,17800,PONS,17,75,40 RUE PASTEUR 17800 PONS,45.5793244735863,-0.545652503885076,2000-01-01,A,02,,PME,1000
429504137,ALEXANDRE CHALON,,,3,2,[NON-DIFFUSIBLE],BOURGES,18,24,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],2000-01-17,A,NN,,PME,1000
429719479,CONCEPT CONSEIL ASSURE ET FINANCE,CONCEPT CONSEIL ASSURE ET FINANCE,,2,2,75002,PARIS,75,11,CHEZ BUROBOURSE 33 RUE VIVIENNE 75002 PARIS,48.87006599,2.3406201703,2000-02-01,A,NN,,PME,5499
429807217,ERIC GOUT,,,5,2,11150,BRAM,11,76,27 AVENUE GENERAL DE GAULLE 11150 BRAM,43.242663361,2.1140415529,2000-02-07,A,NN,,PME,1000
429861891,DOMINIQUE HREHOROWSKI,,,5,2,67140,REICHSFELD,67,44,4 PLACE DE L'EGLISE 67140 REICHSFELD,48.367675671,7.385245204,2000-01-17,A,NN,,PME,1000
429882236,FMA ASSURANCES,FMA ASSURANCES,,5,2,92400,COURBEVOIE,92,11,IMM COLISEE GARDENS ZAC DANTON 8-14 8 AVENUE DE L'ARCHE 92400 COURBEVOIE,48.8957634002371,2.23900371090325,2000-04-01,A,21,,ETI,5710
450508320,COURTASSUR OCEAN,COURTASSUR OCEAN,,5,2,44300,NANTES,44,52,6 RUE GUILLAUME GROOTAERS 44300 NANTES,47.238142635,-1.585724468,2003-09-29,A,02,,PME,5710
450591193,PATRICK GOURBEYRE,,,3,2,18100,VIERZON,18,24,1 RUE VICTOR HUGO 18100 VIERZON,47.2234466728371,2.06809034035047,2004-01-01,A,02,,PME,1000
450617790,GUILLAUME CARMONA,,,2,2,33400,TALENCE,33,75,BAT B APPT 19 RES COPPELIA 33400 TALENCE,44.804698361,-0.582616798,2003-06-01,A,NN,,PME,1000
450729256,ERIC BOTTONI,,,4,2,27200,VERNON,27,28,10 RUE DU SOLEIL 27200 VERNON,49.092344576,1.4845006448,2003-02-24,A,02,,PME,1000
450810684,SUIRE CHASSAC ET ASSOCIES (GRITCHEN CHASSAC ET ASSOCIES),SUIRE CHASSAC ET ASSOCIES,,6,2,85340,LES SABLES-D'OLONNE,85,52,BATIMENT F 11 RUE ERIC TABARLY 85340 LES SABLES-D'OLONNE,46.5147099668684,-1.7687019522043,2003-10-01,A,NN,,PME,5499
450906268,CAP SAS,CAP SAS,,2,2,95380,VILLERON,95,11,ZA DE LA JUSTICE RUE DE LA MARE POISSY 95380 VILLERON,49.060638478,2.5262339747,2003-08-27,A,NN,,PME,5710
450941448,JEAN-CHARLES LEBLANC,,,3,2,18800,BAUGY,18,24,14 RUE DE SULLY 18800 BAUGY,47.081921121,2.7275973785,2003-09-05,A,NN,,PME,1000
450967542,PATRICK BOISSEVAL,,,2,2,97170,PETIT-BOURG,971,01,HAUTEURS LEZARDE 97170 PETIT-BOURG,16.192850745,-61.63840765,2002-06-13,A,NN,,PME,1000
451032239,LINDA BURTON (SAFRIOUINE) (CABINET ADROT & LS),,,8,2,13140,MIRAMAS,13,93,RESIDENCE ELEA 2 AVENUE JEAN MOULIN 13140 MIRAMAS,43.5796901612572,5.00141892022458,2004-01-01,A,01,,PME,1000
451112734,CANOVA TOMAS GOISOT,CANOVA TOMAS GOISOT,,3,2,73100,AIX LES BAINS,73,84,1 BD PDT WILSON 73100 AIX LES BAINS,45.691187942,5.9090222248,2000-01-01,A,01,,PME,9900
451371314,AURELIE JORDAN (DUPONT),,,6,2,82200,MOISSAC,82,76,36 AVENUE VICTOR HUGO 82200 MOISSAC,44.103950371,1.0895207496,2004-01-12,A,NN,,PME,1000
451411524,GERALDINE RULLIERE (CGRA ASSUREURS),,,3,2,26000,VALENCE,26,84,15 COURS ALEXANDRE BORODINE 26000 VALENCE,44.9337124996106,4.92991603706076,2004-01-01,A,02,,PME,1000
451463707,JEAN-LOUIS RUFFET,,,2,2,97411,SAINT-PAUL,974,04,196 A CHE SUMMER N 1 97411 SAINT-PAUL,-21.04649406,55.228926139,2003-02-01,A,NN,,PME,1000
451569073,PYRENEES ASSURANCES,PYRENEES ASSURANCES,,5,2,64800,NAY,64,75,4 ALLEE CHANZY 64800 NAY,43.180055972175,-0.26108664515756,2004-01-06,A,02,,PME,5499
451583694,DELOUCHE ASSURANCES,DELOUCHE ASSURANCES,,2,2,83320,CARQUEIRANNE,83,93,5 AVENUE JULES MASSENET 83320 CARQUEIRANNE,43.089267303,6.0784197127,2004-01-01,A,01,,PME,5499
451824031,CEDRIC VOISIN,,,4,2,88300,NEUFCHATEAU,88,44,636 RUE MAURICE BARRES 88300 NEUFCHATEAU,48.343842689,5.6918265235,2004-01-01,A,02,,PME,1000
451828164,UFA SAINTE CLOTILDE (UFA SAINTE CLOTILDE),UFA SAINTE CLOTILDE,,3,2,97490,SAINT-DENIS,974,04,SAINTE CLOTILDE 32 BOULEVARD DU CHAUDRON 97490 SAINT-DENIS,-20.893316838996,55.4918481062138,2004-01-01,A,03,,PME,5710
451993455,JEAN-DENIS ZUMSTEEG,,,5,2,67390,SCHWOBSHEIM,67,44,35 RUE DE L'ECOLE 67390 SCHWOBSHEIM,48.232931927,7.57551542,2004-03-01,A,02,,PME,1000
431144666,JEAN-PIERRE CHESSEL,,,2,2,74500,LARRINGES,74,84,VEROSSIER 74500 LARRINGES,46.367034988,6.5738212869,1982-01-01,A,NN,,PME,1000
431484500,JEAN-CHRISTOPHE ROHART (JEAN-CHRISTOPHE ROHART ASSURANCE ALLIANZ),,,5,2,02800,LA FERE,02,32,41 RUE DE LA REPUBLIQUE 02800 LA FERE,49.6614214507459,3.36793850142933,2000-04-01,A,03,,PME,1000
431813229,FABRICE ALLAVOINE,,,2,2,62000,ARRAS,62,32,60 AVENUE FERNAND LOBBEDEZ 62000 ARRAS,50.281856785,2.7800913777,2000-05-01,A,NN,,PME,1000
431870393,BCE 06 - DOUCET ET KORHEL,BCE 06 - DOUCET ET KORHEL,,3,2,06200,NICE,06,93,BURO SUD 47 BOULEVARD RENE CASSIN 06200 NICE,43.67129703,7.223615482,2000-05-16,A,NN,,PME,5499
424759215,NICOLAS JABOULAY (NICOLAS JABOULAY EIRL),,,9,2,78560,LE PORT-MARLY,78,11,31 ROUTE DE VERSAILLES 78560 LE PORT-MARLY,48.876549342,2.1052826649,1999-09-27,A,NN,,PME,1000
424818276,LEON SEBBAG,,,2,2,92100,BOULOGNE-BILLANCOURT,92,11,40 RUE ANNA JACQUIN 92100 BOULOGNE-BILLANCOURT,48.845034765,2.2278037727,1979-01-01,A,NN,,PME,1000
424895621,JEAN FILIPPINI,,,3,2,20000,AJACCIO,2A,94,VILLA LES CEDRES RTE DU SALARIO 20000 AJACCIO,41.923368603,8.7243213516,2000-01-01,A,NN,,PME,1000
425055407,FABRICE NOEL,,,4,2,88400,GERARDMER,88,44,1 RUE CHARLES DE GAULLE 88400 GERARDMER,48.06819486,6.8718397197,1999-11-09,A,01,,PME,1000
425094984,COMPAGNIE EUROPEENNE DE COURTAGE (CEC),COMPAGNIE EUROPEENNE DE COURTAGE,CEC,3,2,75012,PARIS,75,11,112 RUE DE CHARENTON 75012 PARIS,48.847032437,2.3780187511,1999-11-10,A,NN,,PME,5499
425268067,JACQUES DELRIEU,,,3,2,31110,BAGNERES-DE-LUCHON,31,76,15 RUE LAITY 31110 BAGNERES-DE-LUCHON,42.791093608,0.5882311911,1983-01-01,A,NN,,PME,1000
428171748,TOYOTA INSURANCE MANAGEMENT LIMITED,TOYOTA INSURANCE MANAGEMENT LIMITED,,4,2,,,,,4 RUE LOU HEMMER L 1748 SENNINGERBER LUXEMBOURG,,,1999-11-24,A,NN,,PME,3120
339900292,SERVICE CONSEIL EN ASSURANCE (SCA),SERVICE CONSEIL EN ASSURANCE,SCA,4,2,13006,MARSEILLE,13,93,LES BUREAUX DE CORINTHE 29 BOULEVARD VINCENT DELPUECH 13006 MARSEILLE,43.283363465,5.3906704218,1986-12-29,A,03,,PME,5710
339917338,LOUIS ANTONINI,,,3,2,20200,BASTIA,2B,94,8 BD PAOLI 20200 BASTIA,42.696905759,9.4486788632,1987-01-01,A,02,,PME,1000
340004597,JEAN AMBROSINO,,,4,2,11100,NARBONNE,11,76,2 RUE RACINE 11100 NARBONNE,43.180001135,2.9990501518,1986-11-03,A,03,,PME,1000
340057546,THIERRY GAJDOWSKI,,,3,2,59264,ONNAING,59,32,12 RUE PARMENTIER 59264 ONNAING,50.384453712,3.6018203172,1986-05-16,A,NN,,PME,1000
340163385,JACQUES LAGNIEN,,,3,2,39100,DOLE,39,27,ESPACE WILSON 36 BD WILSON 39100 DOLE,47.096476336,5.4932070358,1987-01-02,A,NN,,PME,1000
340327410,PATRICK CHAREL,,,4,2,75010,PARIS,75,11,14 RUE DU CHATEAU D'EAU 75010 PARIS,48.869850454,2.3609043874,1987-01-01,A,NN,,PME,1000
340613157,CHARLES DE LA TOUR DU PIN,,,4,2,92130,ISSY-LES-MOULINEAUX,92,11,10 AVENUE VICTOR CRESSON 92130 ISSY-LES-MOULINEAUX,48.823630125,2.2714800479,1986-01-01,A,NN,,PME,1000
340676683,JEAN BONIFACI,,,3,2,20200,BASTIA,2B,94,3 AVENUE EMILE SARI 20200 BASTIA,42.7032763299041,9.45166879303899,1987-02-09,A,NN,,PME,1000
340951342,PIERRETTE DALOUBEIX (THOMAS),,,2,2,23100,LA COURTINE,23,75,ROUTE DE CROCQ 23100 LA COURTINE,45.701121936,2.264253779,1986-01-01,A,NN,,PME,1000
341106953,VERONIQUE SALORT (COLLAS),,,2,2,95120,ERMONT,95,11,305 RUE NOEL SEYSSEN 95120 ERMONT,48.979570205,2.2597804026,1987-04-20,A,NN,,PME,1000
310850565,L'ASSURANCE FRANCE OCEAN INDIEN (AFOI),L'ASSURANCE FRANCE OCEAN INDIEN,AFOI,3,2,97400,SAINT-DENIS,974,04,30 RUE DE NICE 97400 SAINT-DENIS,-20.87356529,55.449367306,1974-01-01,A,11,,PME,5710
311811798,GRADMANN ET MOLLER INTERNATION,GRADMANN ET MOLLER INTERNATION,,2,2,,,,,1 & 3 TELEMANSTRASSE FRANKFU ALLEMAGNE,,,1900-01-01,A,NN,,PME,3220
311811855,GENASSURANCES,GENASSURANCES,,2,2,,,,,2 RUE WILLIAM MAYON NEUCHATEL SUISSE,,,1900-01-01,A,NN,,PME,3220
312028673,CHABOT DE ROHAN,,,2,2,35000,RENNES,35,53,30 PLACE DES LICES 35000 RENNES,48.112993013,-1.683981754,1978-01-01,A,NN,,PME,1000
312091556,MARIE JEAN-PIERRE,,,2,2,97110,POINTE A PITRE,971,01,60 RUE SCHOELCHER 97110 POINTE A PITRE,16.23839236,-61.53667312,1978-01-01,A,NN,,PME,1000
312182421,MAX BASSARD,,,2,2,56500,LOCMINE,56,53,11 RUE NOTRE DAME 56500 LOCMINE,47.887903263,-2.835269293,1978-01-01,A,NN,,PME,1000
312292865,MARIE BICHARA JABOUR (FAHED),,,2,2,97122,BAIE-MAHAULT,971,01,PATIO HOUELBOURG JARRY HOUELBOURG 97122 BAIE-MAHAULT,16.238480581,-61.56792904,1978-01-01,A,NN,,PME,1000
